nodes_g1,nodes_g2,time_sec,time_format,distance
18,13,600.000905752182,00h10m00s,-1
10,8,0.0425868034362793,00h00m00s,5.0
15,29,600.0011670589447,00h10m00s,-1
44,7,600.001179933548,00h10m00s,-1
11,14,489.4507098197937,00h08m09s,19.0
19,9,600.0007917881012,00h10m00s,-1
9,74,600.0016250610352,00h10m00s,-1
12,6,0.029380083084106445,00h00m00s,17.0
8,55,600.0011174678802,00h10m00s,-1
8,10,7.044797658920288,00h00m07s,13.0
7,13,15.274089097976685,00h00m15s,18.0
57,11,600.0011098384857,00h10m00s,-1
7,8,0.4484078884124756,00h00m00s,10.0
6,13,0.7931530475616455,00h00m00s,16.0
15,13,600.0005893707275,00h10m00s,-1
11,14,600.0008578300476,00h10m00s,-1
17,38,600.0011343955994,00h10m00s,-1
14,15,600.0008296966553,00h10m00s,-1
7,9,0.3900284767150879,00h00m00s,11.0
32,10,600.000655412674,00h10m00s,-1
8,13,188.10670828819275,00h03m08s,18.0
6,9,0.23839592933654785,00h00m00s,12.0
11,74,600.0012209415436,00h10m00s,-1
12,15,600.0007929801941,00h10m00s,-1
11,4,0.0057201385498046875,00h00m00s,17.0
8,13,76.64587116241455,00h01m16s,16.0
15,8,98.2177848815918,00h01m38s,17.0
8,5,0.03740429878234863,00h00m00s,11.0
8,6,0.00629115104675293,00h00m00s,8.0
34,8,600.0008156299591,00h10m00s,-1
14,13,600.000804901123,00h10m00s,-1
17,10,600.0009026527405,00h10m00s,-1
5,7,0.03287768363952637,00h00m00s,9.0
7,18,59.877968311309814,00h00m59s,27.0
12,7,15.796838521957397,00h00m15s,18.0
11,7,2.219752550125122,00h00m02s,13.0
23,26,600.0009808540344,00h10m00s,-1
12,11,380.6998429298401,00h06m20s,16.0
11,6,2.4044718742370605,00h00m02s,15.0
11,13,10.223021268844604,00h00m10s,15.0
7,6,0.08020496368408203,00h00m00s,9.0
7,12,2.273869514465332,00h00m02s,14.0
10,6,1.2061669826507568,00h00m01s,14.0
11,11,1.9086380004882812,00h00m01s,11.0
15,12,600.0006334781647,00h10m00s,-1
5,6,0.016615867614746094,00h00m00s,7.0
36,9,600.0006828308105,00h10m00s,-1
8,17,600.0007104873657,00h10m00s,-1
8,10,12.571566581726074,00h00m12s,11.0
9,13,15.661087989807129,00h00m15s,17.0
7,8,0.9309790134429932,00h00m00s,12.0
19,8,600.0006124973297,00h10m00s,-1
8,24,600.0008087158203,00h10m00s,-1
6,7,0.09740757942199707,00h00m00s,9.0
11,7,6.929886341094971,00h00m06s,16.0
9,10,6.231307029724121,00h00m06s,14.0
13,14,600.0008761882782,00h10m00s,-1
10,15,600.0008342266083,00h10m00s,-1
10,17,600.0009870529175,00h10m00s,-1
8,15,479.8865759372711,00h07m59s,22.0
9,11,0.01118326187133789,00h00m00s,11.0
17,30,600.0007026195526,00h10m00s,-1
7,38,600.0012390613556,00h10m00s,-1
14,7,8.11544942855835,00h00m08s,20.0
80,13,600.0017302036285,00h10m00s,-1
28,18,600.0009114742279,00h10m00s,-1
12,21,600.0010421276093,00h10m00s,-1
10,66,0.3127257823944092,00h00m00s,120.0
9,12,29.218249797821045,00h00m29s,16.0
15,6,0.6442055702209473,00h00m00s,19.0
33,15,0.19415855407714844,00h00m00s,47.0
59,13,600.0018815994263,00h10m00s,-1
6,9,0.5322043895721436,00h00m00s,10.0
14,8,94.01670551300049,00h01m34s,21.0
19,19,600.0010294914246,00h10m00s,-1
43,13,600.0012564659119,00h10m00s,-1
19,30,600.0010662078857,00h10m00s,-1
5,13,0.013860702514648438,00h00m00s,15.0
8,11,5.066295385360718,00h00m05s,14.0
44,9,600.0009045600891,00h10m00s,-1
9,16,600.0007231235504,00h10m00s,-1
22,14,600.0009746551514,00h10m00s,-1
12,13,600.0006544589996,00h10m00s,-1
6,13,2.9114060401916504,00h00m02s,19.0
11,8,71.8251314163208,00h01m11s,18.0
40,10,600.0013027191162,00h10m00s,-1
45,7,600.0008528232574,00h10m00s,-1
29,11,600.0008068084717,00h10m00s,-1
7,6,0.07108736038208008,00h00m00s,9.0
12,6,0.19455623626708984,00h00m00s,17.0
11,15,600.0006368160248,00h10m00s,-1
14,15,600.0008962154388,00h10m00s,-1
17,15,320.463978767395,00h05m20s,12.0
10,10,1.9389445781707764,00h00m01s,8.0
6,14,8.106075763702393,00h00m08s,21.0
11,13,16.9995858669281,00h00m16s,16.0
11,7,1.3099079132080078,00h00m01s,13.0
13,7,3.031268835067749,00h00m03s,16.0
14,13,600.0006258487701,00h10m00s,-1
13,15,2.1628847122192383,00h00m02s,15.0
7,14,43.55907225608826,00h00m43s,21.0
15,17,600.0008842945099,00h10m00s,-1
87,13,600.0012571811676,00h10m00s,-1
10,8,0.9889411926269531,00h00m00s,12.0
12,15,600.0007810592651,00h10m00s,-1
14,7,58.88332414627075,00h00m58s,23.0
13,12,600.000828742981,00h10m00s,-1
14,7,60.67125391960144,00h01m00s,22.0
7,29,600.0009019374847,00h10m00s,-1
6,9,0.6358182430267334,00h00m00s,12.0
13,5,0.04726004600524902,00h00m00s,18.0
14,55,600.0012943744659,00h10m00s,-1
15,8,451.2304673194885,00h07m31s,22.0
14,7,60.20734143257141,00h01m00s,23.0
15,13,0.22160863876342773,00h00m00s,15.0
11,9,1.1028223037719727,00h00m01s,12.0
7,6,0.1379096508026123,00h00m00s,9.0
20,7,146.35715126991272,00h02m26s,34.0
8,6,0.01217341423034668,00h00m00s,5.0
12,17,600.0006811618805,00h10m00s,-1
5,15,4.586709260940552,00h00m04s,23.0
12,52,600.0015895366669,00h10m00s,-1
10,33,600.0011341571808,00h10m00s,-1
6,15,4.999222993850708,00h00m04s,22.0
10,19,600.0006504058838,00h10m00s,-1
8,65,600.0016038417816,00h10m00s,-1
10,8,13.752388715744019,00h00m13s,15.0
11,7,0.021700143814086914,00h00m00s,12.0
13,68,600.0012211799622,00h10m00s,-1
11,10,600.0007576942444,00h10m00s,-1
7,13,1.38230299949646,00h00m01s,18.0
15,16,600.0007836818695,00h10m00s,-1
53,18,600.0014674663544,00h10m00s,-1
8,9,0.4419379234313965,00h00m00s,10.0
6,39,600.0008146762848,00h10m00s,-1
14,11,600.0008037090302,00h10m00s,-1
8,11,39.0978524684906,00h00m39s,16.0
20,12,600.000899553299,00h10m00s,-1
7,10,4.5951666831970215,00h00m04s,15.0
15,8,600.0006215572357,00h10m00s,-1
6,9,0.012588024139404297,00h00m00s,11.0
6,14,2.746854305267334,00h00m02s,20.0
18,12,600.0007178783417,00h10m00s,-1
14,13,600.0008783340454,00h10m00s,-1
9,10,9.541252851486206,00h00m09s,13.0
7,13,25.640354871749878,00h00m25s,19.0
15,13,600.0006303787231,00h10m00s,-1
18,50,600.0018138885498,00h10m00s,-1
9,8,0.26488780975341797,00h00m00s,9.0
8,11,0.5165004730224609,00h00m00s,8.0
36,12,600.000899553299,00h10m00s,-1
5,13,2.462015151977539,00h00m02s,21.0
6,11,1.421936273574829,00h00m01s,14.0
19,18,600.0008010864258,00h10m00s,-1
89,10,600.0015873908997,00h10m00s,-1
6,10,1.4631690979003906,00h00m01s,16.0
8,6,0.0066070556640625,00h00m00s,8.0
8,9,0.6870138645172119,00h00m00s,12.0
6,58,89.35080790519714,00h01m29s,111.0
13,71,600.0012664794922,00h10m00s,-1
9,8,0.7264838218688965,00h00m00s,11.0
11,6,0.927274227142334,00h00m00s,13.0
49,6,600.0010304450989,00h10m00s,-1
8,11,37.86877107620239,00h00m37s,15.0
10,15,600.0006396770477,00h10m00s,-1
9,53,600.0011110305786,00h10m00s,-1
15,24,600.0012052059174,00h10m00s,-1
27,10,600.0011472702026,00h10m00s,-1
15,13,600.0008618831635,00h10m00s,-1
19,7,11.16044807434082,00h00m11s,30.0
8,6,0.10197806358337402,00h00m00s,11.0
9,12,162.95584893226624,00h02m42s,18.0
11,46,600.0009541511536,00h10m00s,-1
96,7,600.0018610954285,00h10m00s,-1
10,11,156.63526678085327,00h02m36s,15.0
26,6,9.396567821502686,00h00m09s,45.0
7,8,0.5251460075378418,00h00m00s,10.0
8,13,62.58207988739014,00h01m02s,18.0
77,15,600.0019800662994,00h10m00s,-1
13,11,0.038724422454833984,00h00m00s,15.0
11,6,2.609703302383423,00h00m02s,16.0
8,11,55.39491295814514,00h00m55s,13.0
9,19,600.0008449554443,00h10m00s,-1
9,5,0.007169961929321289,00h00m00s,12.0
13,10,542.2381165027618,00h09m02s,18.0
6,10,1.2001855373382568,00h00m01s,14.0
20,15,600.0007677078247,00h10m00s,-1
10,11,600.00075340271,00h10m00s,-1
14,21,600.0009405612946,00h10m00s,-1
13,6,4.041431427001953,00h00m04s,18.0
10,591,600.0066714286804,00h10m00s,-1
13,20,600.001081943512,00h10m00s,-1
22,7,4.61502742767334,00h00m04s,32.0
7,13,7.528594970703125,00h00m07s,18.0
20,13,600.0007562637329,00h10m00s,-1
9,6,0.31897807121276855,00h00m00s,10.0
9,10,58.4811007976532,00h00m58s,16.0
9,10,45.76923394203186,00h00m45s,15.0
131,84,600.0030245780945,00h10m00s,-1
28,9,600.0013177394867,00h10m00s,-1
13,74,600.0014922618866,00h10m00s,-1
114,7,600.0024337768555,00h10m00s,-1
9,5,0.15753436088562012,00h00m00s,12.0
17,13,600.0007321834564,00h10m00s,-1
10,10,3.4094979763031006,00h00m03s,10.0
5,8,0.16102075576782227,00h00m00s,10.0
18,10,600.0007810592651,00h10m00s,-1
12,19,600.0011096000671,00h10m00s,-1
19,5,0.7304222583770752,00h00m00s,28.0
12,14,600.0006475448608,00h10m00s,-1
5,13,0.11002111434936523,00h00m00s,19.0
26,7,322.7115020751953,00h05m22s,44.0
7,132,600.0018661022186,00h10m00s,-1
7,18,600.0007927417755,00h10m00s,-1
113,79,600.0031042098999,00h10m00s,-1
42,10,600.0012221336365,00h10m00s,-1
18,5,4.067440032958984,00h00m04s,30.0
24,12,600.001131772995,00h10m00s,-1
8,19,299.04140186309814,00h04m59s,28.0
10,10,4.241910219192505,00h00m04s,11.0
20,10,600.0006184577942,00h10m00s,-1
13,13,25.137357473373413,00h00m25s,15.0
189,6,600.0027635097504,00h10m00s,-1
67,17,600.0015141963959,00h10m00s,-1
16,11,600.0007975101471,00h10m00s,-1
6,12,4.173873424530029,00h00m04s,19.0
13,16,600.0006244182587,00h10m00s,-1
9,7,0.0795443058013916,00h00m00s,7.0
17,11,600.0006787776947,00h10m00s,-1
8,8,0.7048740386962891,00h00m00s,10.0
6,7,0.0237576961517334,00h00m00s,5.0
11,65,600.0012843608856,00h10m00s,-1
7,27,600.0010542869568,00h10m00s,-1
15,12,600.0008537769318,00h10m00s,-1
8,11,14.58538031578064,00h00m14s,13.0
15,20,600.0009522438049,00h10m00s,-1
10,14,0.2531590461730957,00h00m00s,17.0
7,8,0.480391263961792,00h00m00s,10.0
18,16,600.0008425712585,00h10m00s,-1
9,13,51.81029224395752,00h00m51s,17.0
8,8,0.6437499523162842,00h00m00s,10.0
11,46,600.001044511795,00h10m00s,-1
10,6,0.910454273223877,00h00m00s,15.0
8,19,600.0008509159088,00h10m00s,-1
8,11,75.16971850395203,00h01m15s,18.0
13,6,0.13058114051818848,00h00m00s,16.0
10,7,3.1299057006835938,00h00m03s,15.0
10,23,600.0009109973907,00h10m00s,-1
10,10,7.550984144210815,00h00m07s,13.0
17,7,176.46435356140137,00h02m56s,24.0
14,11,559.5990159511566,00h09m19s,14.0
11,11,0.005645036697387695,00h00m00s,0.0
8,11,61.97890543937683,00h01m01s,14.0
16,8,316.1228666305542,00h05m16s,21.0
7,13,3.0313596725463867,00h00m03s,17.0
14,11,600.0006959438324,00h10m00s,-1
7,24,240.53995060920715,00h04m00s,40.0
10,15,600.0007636547089,00h10m00s,-1
6,7,0.0594329833984375,00h00m00s,7.0
45,15,600.0016045570374,00h10m00s,-1
30,8,266.0991702079773,00h04m26s,49.0
5,10,1.9153645038604736,00h00m01s,16.0
8,14,64.39162635803223,00h01m04s,18.0
158,11,600.0027873516083,00h10m00s,-1
13,15,600.001049041748,00h10m00s,-1
6,10,0.24727892875671387,00h00m00s,10.0
13,7,1.1012225151062012,00h00m01s,17.0
10,18,600.0009369850159,00h10m00s,-1
7,8,0.17685699462890625,00h00m00s,9.0
13,12,600.0008647441864,00h10m00s,-1
8,20,597.5029904842377,00h09m57s,32.0
10,26,600.0015299320221,00h10m00s,-1
11,10,390.05512738227844,00h06m30s,17.0
7,87,600.0015947818756,00h10m00s,-1
4,10,0.029083728790283203,00h00m00s,16.0
16,8,600.0006656646729,00h10m00s,-1
11,10,482.3255708217621,00h08m02s,16.0
8,47,600.0017874240875,00h10m00s,-1
20,17,600.0012221336365,00h10m00s,-1
17,10,600.0010392665863,00h10m00s,-1
12,16,600.001026391983,00h10m00s,-1
10,6,2.5310144424438477,00h00m02s,15.0
7,63,600.0009903907776,00h10m00s,-1
29,6,8.485368728637695,00h00m08s,45.0
13,5,0.0242922306060791,00h00m00s,18.0
57,13,600.0014750957489,00h10m00s,-1
11,65,600.001659154892,00h10m00s,-1
7,20,600.000982761383,00h10m00s,-1
6,7,0.39044690132141113,00h00m00s,10.0
6,8,0.07375359535217285,00h00m00s,9.0
7,14,82.95601654052734,00h01m22s,21.0
13,13,0.8817169666290283,00h00m00s,14.0
13,7,26.475308179855347,00h00m26s,19.0
8,13,429.59073424339294,00h07m09s,20.0
19,13,600.0011370182037,00h10m00s,-1
8,13,37.85500884056091,00h00m37s,17.0
13,27,600.0008177757263,00h10m00s,-1
9,77,600.0013613700867,00h10m00s,-1
8,8,0.011201143264770508,00h00m00s,5.0
12,12,47.08060145378113,00h00m47s,15.0
24,8,600.0011763572693,00h10m00s,-1
15,13,600.0010108947754,00h10m00s,-1
20,8,153.06624603271484,00h02m33s,31.0
10,7,17.15235447883606,00h00m17s,16.0
74,13,600.0025722980499,00h10m00s,-1
10,8,144.31010365486145,00h02m24s,18.0
11,19,600.001077413559,00h10m00s,-1
13,12,600.0009207725525,00h10m00s,-1
12,19,600.0009682178497,00h10m00s,-1
20,15,600.0009682178497,00h10m00s,-1
11,12,600.0008828639984,00h10m00s,-1
10,19,600.0009269714355,00h10m00s,-1
11,140,600.0020341873169,00h10m00s,-1
9,14,0.4911153316497803,00h00m00s,20.0
10,13,600.0005443096161,00h10m00s,-1
8,31,600.0010190010071,00h10m00s,-1
39,5,14.259344577789307,00h00m14s,59.0
9,96,600.0014224052429,00h10m00s,-1
8,8,0.01134347915649414,00h00m00s,5.0
190,197,600.0063624382019,00h10m00s,-1
15,10,600.0008780956268,00h10m00s,-1
13,14,600.0008735656738,00h10m00s,-1
12,22,21.605211973190308,00h00m21s,28.0
7,6,0.33478546142578125,00h00m00s,9.0
19,8,600.0007026195526,00h10m00s,-1
9,19,600.0009970664978,00h10m00s,-1
13,8,116.05615329742432,00h01m56s,19.0
49,9,600.0012826919556,00h10m00s,-1
10,28,600.000964641571,00h10m00s,-1
8,19,600.0008540153503,00h10m00s,-1
13,16,600.0009574890137,00h10m00s,-1
8,12,33.70462942123413,00h00m33s,14.0
7,7,0.8388030529022217,00h00m00s,9.0
6,8,0.5358638763427734,00h00m00s,11.0
12,9,0.1547698974609375,00h00m00s,16.0
15,5,10.564684629440308,00h00m10s,24.0
10,8,1.541161298751831,00h00m01s,10.0
23,37,600.0008335113525,00h10m00s,-1
10,39,600.001309633255,00h10m00s,-1
108,20,600.0015819072723,00h10m00s,-1
35,7,5.661300420761108,00h00m05s,49.0
12,17,600.0006566047668,00h10m00s,-1
9,24,600.0009753704071,00h10m00s,-1
7,9,0.6439313888549805,00h00m00s,12.0
17,219,600.0021362304688,00h10m00s,-1
8,17,600.0006942749023,00h10m00s,-1
9,8,6.709734201431274,00h00m06s,10.0
11,21,600.000654220581,00h10m00s,-1
10,16,600.0008518695831,00h10m00s,-1
17,11,600.0009007453918,00h10m00s,-1
7,7,0.4669065475463867,00h00m00s,10.0
24,9,425.451447725296,00h07m05s,36.0
8,17,78.2196478843689,00h01m18s,23.0
35,14,600.0011672973633,00h10m00s,-1
6,30,140.61791515350342,00h02m20s,53.0
7,7,0.40633511543273926,00h00m00s,8.0
11,33,26.37259078025818,00h00m26s,50.0
10,6,1.93428373336792,00h00m01s,15.0
10,11,239.1328535079956,00h03m59s,12.0
9,7,0.20778989791870117,00h00m00s,4.0
8,7,1.6963233947753906,00h00m01s,10.0
